text,track_name,track_artist,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"Never was a cornflake girl  
Thought that was a good solution  
Hangin with the raisin girls  
She's gone to the other side  
Givin us a yo heave ho  
Things are getting kind of gross  
And I go at sleepy time  
This is not really happening  
You bet your life it is  
  
Peel out the watchword just peel out the watchword  
  
She knows what's going on  
Seems we got a cheaper feel now  
All the sweeteaze are gone  
Gone to the other side  
With my encyclopedia  
They musta paid her a nice price  
She's puttin on her string bean love  
This is not really happening  
You bet your life it is  
  
Rabbit where'd you put the keys girl  
And the Man With The Golden Gun  
Thinks he knows so much  
Thinks he knows so much  
Rabbit where'd you put the keys girl

",Cornflake Girl,Tori Amos,59,rock,permanent wave,0.631,0.638,7,-8.958,1,0.0274,0.4,0.000516,0.216,0.812,133.739,305493
"I've had enough  
Of this parade  
I'm thinking of  
The words to say  
We open up  
Unfinished parts  
Broken up  
It's so mellow  
  
And when I see you then I know it will be next to me  
And when I need you then I know you will be there with me  
I'll never leave you  
  
Just need to get closer, closer  
Lean on me now  
Lean on me now  
Closer, closer  
Lean on me now  
Lean on me now  
  
Keep waking up (waking up)  
Without you here (without you here)  
Another day (another day)  
Another year (another year)  
I seek the truth (seek the truth)  
We set apart (we set apart)  
Thinking of  
A second chance (a second chance)  
  
And when I see you then I know it will be next to me  
And when I need you I know you will be there with me  
I'll never leave you  
  
Just need to get closer, closer  
Lean on me now  
Lean on me now  
Closer, closer  
Lean on me now  
Lean on me now  
Lean on me now  
  
And when I see you then I know it will be next to me  
And when I need you I know you will be there with me  
I'll never leave you  
  
Just need to get closer, closer  
Lean on me now  
Lean on me now  
Closer, closer  
Lean on me now  
Lean on me now  
Lean on me now  
  
Closer, closer  
Closer, closer

",Closer,Travis,59,rock,permanent wave,0.538,0.581,5,-7.816,1,0.0235,0.204,5.26e-05,0.13,0.269,108.108,240627
"[Intro]  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
  
[Verse 1]  
Welcome to the room of people who have rooms of people  
That they loved one day, docked away.  
Just because we check the guns at the door  
Doesn't mean our brains will change from hand grenades.  
  
[Pre-Chorus]  
You're loving know the psychopath sitting next to you,  
You're loving know the murderer sitting next to you.  
You'll think, ""How'd I get here, sitting next to you?""  
But after all I've said, please don't forget  
  
[Chorus]  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
  
[Verse 2]  
We don't deal with outsiders very well,  
They say newcomers have a certain smell.  
You have trust issues, not to mention,  
They say they can smell your intentions.  
  
[Pre-Chorus]  
You're loving know the freakshow sitting next to you,  
You'll have some weird people sitting next to you.  
You'll think, ""How did I get here, sitting next to you?""  
But after all I've said, please don't forget.  
(watch it,  
Watch it)  
  
[Chorus]  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
  
[Bridge]  
All my friends are heathens, take it slow (watch it),  
Wait for them to ask you who you know (watch it).  
Please, all my friends are heathens, take it slow (watch it),  
Wait for them to ask you who you know.  
  
[Outro]  
Why'd you come? You knew you should have stayed (it's blasphemy),  
I tried to warn you just to stay away.  
And now they're outside ready to bust,  
It looks like you might be one of us.

",Heathens,Twenty One Pilots,81,pop,electropop,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920
"[Intro]  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
  
[Verse 1]  
Welcome to the room of people who have rooms of people  
That they loved one day, docked away.  
Just because we check the guns at the door  
Doesn't mean our brains will change from hand grenades.  
  
[Pre-Chorus]  
You're loving know the psychopath sitting next to you,  
You're loving know the murderer sitting next to you.  
You'll think, ""How'd I get here, sitting next to you?""  
But after all I've said, please don't forget  
  
[Chorus]  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
  
[Verse 2]  
We don't deal with outsiders very well,  
They say newcomers have a certain smell.  
You have trust issues, not to mention,  
They say they can smell your intentions.  
  
[Pre-Chorus]  
You're loving know the freakshow sitting next to you,  
You'll have some weird people sitting next to you.  
You'll think, ""How did I get here, sitting next to you?""  
But after all I've said, please don't forget.  
(watch it,  
Watch it)  
  
[Chorus]  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
  
[Bridge]  
All my friends are heathens, take it slow (watch it),  
Wait for them to ask you who you know (watch it).  
Please, all my friends are heathens, take it slow (watch it),  
Wait for them to ask you who you know.  
  
[Outro]  
Why'd you come? You knew you should have stayed (it's blasphemy),  
I tried to warn you just to stay away.  
And now they're outside ready to bust,  
It looks like you might be one of us.

",Heathens,Twenty One Pilots,81,pop,indie poptimism,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920
"[Intro]  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
  
[Verse 1]  
Welcome to the room of people who have rooms of people  
That they loved one day, docked away.  
Just because we check the guns at the door  
Doesn't mean our brains will change from hand grenades.  
  
[Pre-Chorus]  
You're loving know the psychopath sitting next to you,  
You're loving know the murderer sitting next to you.  
You'll think, ""How'd I get here, sitting next to you?""  
But after all I've said, please don't forget  
  
[Chorus]  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
  
[Verse 2]  
We don't deal with outsiders very well,  
They say newcomers have a certain smell.  
You have trust issues, not to mention,  
They say they can smell your intentions.  
  
[Pre-Chorus]  
You're loving know the freakshow sitting next to you,  
You'll have some weird people sitting next to you.  
You'll think, ""How did I get here, sitting next to you?""  
But after all I've said, please don't forget.  
(watch it,  
Watch it)  
  
[Chorus]  
All my friends are heathens, take it slow,  
Wait for them to ask you who you know.  
Please don't make any sudden moves,  
You don't know the half of the abuse.  
  
[Bridge]  
All my friends are heathens, take it slow (watch it),  
Wait for them to ask you who you know (watch it).  
Please, all my friends are heathens, take it slow (watch it),  
Wait for them to ask you who you know.  
  
[Outro]  
Why'd you come? You knew you should have stayed (it's blasphemy),  
I tried to warn you just to stay away.  
And now they're outside ready to bust,  
It looks like you might be one of us.

",Heathens,Twenty One Pilots,81,edm,pop edm,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920
"[Verse 1]  
I just wanna stay in the sun where I find  
I know it's hard sometimes  
Pieces of peace in the sun's peace of mind  
I know it's hard sometimes  
Yeah I think about the end just way too much  
But it's fun to fantasize  
All my enemies who wouldn't wish who I was  
But it's fun to fantasize  
  
[Chorus]  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Taking my time on my ride  
  
[Verse 2]  
I'd die for you  
That's easy to say  
We have a list of people that we would take  
A bullet for them  
A bullet for you  
A bullet for everybody in this room  
But I don't seem to see many bullets coming through  
See many bullets coming through  
Metaphorically I'm the man  
But literally I don't know what I'd do  
I'd live for you  
And that's hard to do  
Even harder to say  
When you know it's not true  
Even harder to write  
When you know that tonight  
There are people back home which are talking to you  
But then you ignore them still  
All these questions they're forming like  
Who would you live for?  
Who would you die for?  
Would you ever kill?  
  
[Chorus]  
  
[Bridge]  
I've been thinking too much  
I've been thinking too much  
I've been thinking too much  
I've been thinking too much  
Help me  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much  
  
[Chorus: Variation]  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time  
I'm taking my time on my ride  
Wooh, oh, yeah  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time on my  
  
[Outro]  
I've been thinking too much (help me)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (I've been thinking too much)  
Help me

",Ride,Twenty One Pilots,81,pop,post-teen pop,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507
"[Verse 1]  
I just wanna stay in the sun where I find  
I know it's hard sometimes  
Pieces of peace in the sun's peace of mind  
I know it's hard sometimes  
Yeah I think about the end just way too much  
But it's fun to fantasize  
All my enemies who wouldn't wish who I was  
But it's fun to fantasize  
  
[Chorus]  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Taking my time on my ride  
  
[Verse 2]  
I'd die for you  
That's easy to say  
We have a list of people that we would take  
A bullet for them  
A bullet for you  
A bullet for everybody in this room  
But I don't seem to see many bullets coming through  
See many bullets coming through  
Metaphorically I'm the man  
But literally I don't know what I'd do  
I'd live for you  
And that's hard to do  
Even harder to say  
When you know it's not true  
Even harder to write  
When you know that tonight  
There are people back home which are talking to you  
But then you ignore them still  
All these questions they're forming like  
Who would you live for?  
Who would you die for?  
Would you ever kill?  
  
[Chorus]  
  
[Bridge]  
I've been thinking too much  
I've been thinking too much  
I've been thinking too much  
I've been thinking too much  
Help me  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much  
  
[Chorus: Variation]  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time  
I'm taking my time on my ride  
Wooh, oh, yeah  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time on my  
  
[Outro]  
I've been thinking too much (help me)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (I've been thinking too much)  
Help me

",Ride,Twenty One Pilots,81,pop,electropop,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507
"[Verse 1]  
I just wanna stay in the sun where I find  
I know it's hard sometimes  
Pieces of peace in the sun's peace of mind  
I know it's hard sometimes  
Yeah I think about the end just way too much  
But it's fun to fantasize  
All my enemies who wouldn't wish who I was  
But it's fun to fantasize  
  
[Chorus]  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Taking my time on my ride  
  
[Verse 2]  
I'd die for you  
That's easy to say  
We have a list of people that we would take  
A bullet for them  
A bullet for you  
A bullet for everybody in this room  
But I don't seem to see many bullets coming through  
See many bullets coming through  
Metaphorically I'm the man  
But literally I don't know what I'd do  
I'd live for you  
And that's hard to do  
Even harder to say  
When you know it's not true  
Even harder to write  
When you know that tonight  
There are people back home which are talking to you  
But then you ignore them still  
All these questions they're forming like  
Who would you live for?  
Who would you die for?  
Would you ever kill?  
  
[Chorus]  
  
[Bridge]  
I've been thinking too much  
I've been thinking too much  
I've been thinking too much  
I've been thinking too much  
Help me  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much  
  
[Chorus: Variation]  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time  
I'm taking my time on my ride  
Wooh, oh, yeah  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time on my  
  
[Outro]  
I've been thinking too much (help me)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (I've been thinking too much)  
Help me

",Ride,Twenty One Pilots,81,pop,indie poptimism,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507
"[Verse 1]  
I just wanna stay in the sun where I find  
I know it's hard sometimes  
Pieces of peace in the sun's peace of mind  
I know it's hard sometimes  
Yeah I think about the end just way too much  
But it's fun to fantasize  
All my enemies who wouldn't wish who I was  
But it's fun to fantasize  
  
[Chorus]  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Taking my time on my ride  
  
[Verse 2]  
I'd die for you  
That's easy to say  
We have a list of people that we would take  
A bullet for them  
A bullet for you  
A bullet for everybody in this room  
But I don't seem to see many bullets coming through  
See many bullets coming through  
Metaphorically I'm the man  
But literally I don't know what I'd do  
I'd live for you  
And that's hard to do  
Even harder to say  
When you know it's not true  
Even harder to write  
When you know that tonight  
There are people back home which are talking to you  
But then you ignore them still  
All these questions they're forming like  
Who would you live for?  
Who would you die for?  
Would you ever kill?  
  
[Chorus]  
  
[Bridge]  
I've been thinking too much  
I've been thinking too much  
I've been thinking too much  
I've been thinking too much  
Help me  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much  
  
[Chorus: Variation]  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time  
I'm taking my time on my ride  
Wooh, oh, yeah  
Oh, wooh  
I'm falling so I'm taking my time on my ride  
Oh, wooh  
I'm falling so I'm taking my time on my  
  
[Outro]  
I've been thinking too much (help me)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (help me)  
I've been thinking too much (I've been thinking too much)  
I've been thinking too much (I've been thinking too much)  
Help me

",Ride,Twenty One Pilots,81,edm,pop edm,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507
"Johnny take a walk  
With your sister the moon  
Let her pale light in  
To fill up your room  
You've been living underground  
Eating from a can  
You've been running away  
From what you don't understand  
Love  
  
She's slippy  
You're sliding down  
She'll be there  
When you hit the ground  
  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
  
Johnny take a dive  
With your sister in the rain  
Let her talk about the things  
You can't explain  
To touch is to heal  
To hurt is to steal  
If you want to kiss the sky  
Better learn how to kneel (on your knees boy!)  
  
She's the wave  
She turns the tide  
She sees the man inside the child, yeah  
  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
It's alright, it's alright, it's alright  
Lift my days, light up my nights  
  
One day you'll look back  
And when you see  
Where you were held  
How by this love  
While you could stand there  
You could move on this moment  
Follow this feeling  
  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
It's alright, it's alright, it's alright  
She moves in mysterious ways  
Ah oh oh ah huh  
Move, move, move, move  
She moves with it  
She moves me like  
Lift my days and light up my nights  
Love

",Mysterious Ways,U2,62,rock,classic rock,0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,243587
"Is it getting better  
Or do you feel the same  
Will it make it easier on you  
Now you got someone to blame  
  
You say  
One love  
One life  
When it's one need  
In the night  
It's one love  
We get to share it  
It leaves you baby  
If you don't care for it  
  
Did I disappoint you?  
Or leave a bad taste in your mouth?  
You act like you never had love  
And you want me to go without  
  
Well it's too late  
Tonight  
To drag the past out  
Into the light  
We're one  
But we're not the same  
We get to carry each other  
Carry each other  
One  
  
Have you come here for forgiveness  
Have you come to raise the dead  
Have you come here to play Jesus  
To the lepers in your head  
Did I ask too much  
More than a lot  
You gave me nothing  
Now it's all I got  
We're one  
But we're not the same  
We hurt each other  
Then we do it again  
  
You say  
Love is a temple  
Love a higher law  
Love is a temple  
Love the higher law  
You ask me to enter  
But then you made me crawl  
And I can't be holding on  
To what you got  
When all you got is hurt  
  
One love  
One blood  
One life  
You got to do what you should  
  
One life  
With each other  
Sisters  
Brothers  
  
One life  
But we're not the same  
We get to carry each other  
Carry each other  
  
One  
  
One

",One,U2,77,rock,classic rock,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,276187
"Is it getting better  
Or do you feel the same  
Will it make it easier on you  
Now you got someone to blame  
  
You say  
One love  
One life  
When it's one need  
In the night  
It's one love  
We get to share it  
It leaves you baby  
If you don't care for it  
  
Did I disappoint you?  
Or leave a bad taste in your mouth?  
You act like you never had love  
And you want me to go without  
  
Well it's too late  
Tonight  
To drag the past out  
Into the light  
We're one  
But we're not the same  
We get to carry each other  
Carry each other  
One  
  
Have you come here for forgiveness  
Have you come to raise the dead  
Have you come here to play Jesus  
To the lepers in your head  
Did I ask too much  
More than a lot  
You gave me nothing  
Now it's all I got  
We're one  
But we're not the same  
We hurt each other  
Then we do it again  
  
You say  
Love is a temple  
Love a higher law  
Love is a temple  
Love the higher law  
You ask me to enter  
But then you made me crawl  
And I can't be holding on  
To what you got  
When all you got is hurt  
  
One love  
One blood  
One life  
You got to do what you should  
  
One life  
With each other  
Sisters  
Brothers  
  
One life  
But we're not the same  
We get to carry each other  
Carry each other  
  
One  
  
One

",One,U2,77,rock,permanent wave,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,276187
"Yeah  
  
I can't believe the news today  
Oh, I can't close my eyes  
And make it go away  
How long  
How long must we sing this song  
How long, how long  
Cause tonight, we can be as one  
Tonight  
  
Broken bottles under children's feet  
Bodies strewn across the dead end street  
But I won't heed the battle call  
It puts my back up  
Puts my back up against the wall  
  
Sunday, Bloody Sunday  
Sunday, Bloody Sunday  
Sunday, Bloody Sunday  
Sunday bloody sunday  
  
And the battle's just begun  
There's many lost, but tell me who has won  
The trench is dug within our hearts  
And mothers, children, brothers, sisters  
Torn apart  
  
Sunday, Bloody Sunday  
Sunday, Bloody Sunday  
  
How long  
How long must we sing this song  
How long, how long  
Cause tonight, we can be as one  
Tonight, tonight. Tonignt, tonight  
  
Sunday, Bloody Sunday  
Sunday, Bloody Sunday  
  
Wipe the tears from your eyes  
Wipe your tears away  
Oh, wipe your tears away  
Oh, wipe your tears away  
(Sunday, Bloody Sunday)  
Oh, wipe your blood shot eyes  
(Sunday, Bloody Sunday)  
  
Sunday, Bloody Sunday (Sunday, Bloody Sunday)  
Sunday, Bloody Sunday (Sunday, Bloody Sunday)  
  
And it's true we are immune  
When fact is fiction and TV reality  
And today the millions cry  
We eat and drink while tomorrow they die  
  
(Sunday, Bloody Sunday)  
  
The real battle just begun  
To claim the victory Jesus won  
On  
  
Sunday Bloody Sunday  
Sunday Bloody Sunday

",Sunday Bloody Sunday,U2,9,rock,classic rock,0.543,0.964,6,-5.687,1,0.0515,0.411,0.00205,0.047,0.777,100.456,279493
"Yeah  
  
I can't believe the news today  
Oh, I can't close my eyes  
And make it go away  
How long  
How long must we sing this song  
How long, how long  
Cause tonight, we can be as one  
Tonight  
  
Broken bottles under children's feet  
Bodies strewn across the dead end street  
But I won't heed the battle call  
It puts my back up  
Puts my back up against the wall  
  
Sunday, Bloody Sunday  
Sunday, Bloody Sunday  
Sunday, Bloody Sunday  
Sunday bloody sunday  
  
And the battle's just begun  
There's many lost, but tell me who has won  
The trench is dug within our hearts  
And mothers, children, brothers, sisters  
Torn apart  
  
Sunday, Bloody Sunday  
Sunday, Bloody Sunday  
  
How long  
How long must we sing this song  
How long, how long  
Cause tonight, we can be as one  
Tonight, tonight. Tonignt, tonight  
  
Sunday, Bloody Sunday  
Sunday, Bloody Sunday  
  
Wipe the tears from your eyes  
Wipe your tears away  
Oh, wipe your tears away  
Oh, wipe your tears away  
(Sunday, Bloody Sunday)  
Oh, wipe your blood shot eyes  
(Sunday, Bloody Sunday)  
  
Sunday, Bloody Sunday (Sunday, Bloody Sunday)  
Sunday, Bloody Sunday (Sunday, Bloody Sunday)  
  
And it's true we are immune  
When fact is fiction and TV reality  
And today the millions cry  
We eat and drink while tomorrow they die  
  
(Sunday, Bloody Sunday)  
  
The real battle just begun  
To claim the victory Jesus won  
On  
  
Sunday Bloody Sunday  
Sunday Bloody Sunday

",Sunday Bloody Sunday,U2,9,rock,hard rock,0.543,0.964,6,-5.687,1,0.0515,0.411,0.00205,0.047,0.777,100.456,279493
"She came to me one morning, one lonely Sunday morning,  
Her long hair flowing in the mid-winter wind.  
I know not how she found me, for in darkness I was walking,  
And destruction lay around me from a fight I could not win.  
  
She asked me name my foe then. I said the need within some men  
To fight and kill their brothers without thought of love or god.  
And I begged her give me horses to trample down my enemies,  
So eager was my passion to devour this waste of life.  
  
But she would not think of battle that reduces men to animals,  
So easy to begin and yet impossible to end.  
For she the mother of all men had counseled me so wisely that  
I feared to walk alone again and asked if she would stay.  
  
""Oh lady lend your hand,"" I cried, ""Oh let me rest here at your side.""  
""Have faith and trust in me,"" she said and filled my heart with life.  
There is no strength in numbers. I've no such misconceptions.  
But when you need me be assured I won't be far away.  
  
Thus having spoke she turned away and though I found no words to say  
I stood and watched until I saw her black cloak disappear.  
My labor is no easier, but now I know I'm not alone.  
I find new heart each time I think upon that windy day.  
And if one day she comes to you drink deeply from her words so wise.  
Take courage from her as your prize and say hello for me.

",Lady In Black,Uriah Heep,56,rock,album rock,0.547,0.698,7,-7.686,1,0.0384,0.218,0.000132,0.211,0.574,87.467,330600
"He was the wizard of a thousand kings  
And I chanced to meet him one night wandering  
He told me tales, and he drank my wine  
Me and my magic man kinda feelin' fine  
  
He had a cloak of gold and eyes of fire  
And as he spoke, I felt a deep desire  
To free the world from it's fear and pain  
And help the people to feel free again  
  
Why don't we listen to the voices in our hearts  
'Cause then I know we'd find that we're not so far apart  
Everybody's got to be happy, everyone should sing  
For we know the joy of life, the peace that love can bring  
  
So spoke the wizard in his mountain home  
The vision of his wisdom means we'll never be alone  
And I will dream of my magic night  
And the million silver stars that guide me with their light

",The Wizard,Uriah Heep,0,rock,hard rock,0.438,0.518,5,-12.516,1,0.0373,0.000161,0.00372,0.108,0.636,138.108,178093
"There's always that one person  
That will always have your heart  
You'll never see it coming  
'Cause you're blinded from the start  
Know that you're that one for me  
It's clear for everyone to see  
Oh baby ooh you'll always be my boo  
  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock  
  
Do you remember girl  
I was the one who gave you your first kiss  
'Cause I remember girl  
I was the one who said put your lips like this  
Even before all the fame and  
People screaming your name  
Girl I was there and you were my baby  
  
[Chorus]  
It started when we were younger girl  
You were mine my boo  
Now another brother's taking over  
But its still in your eyes my boo  
Even though we used to argue it's alright  
I know we haven't seen each other  
In awhile but you will always be my boo  
  
I was in love with you when we were younger  
You were mine my boo  
And I see it from time to time  
I still feel like my boo  
And I can see it no matter  
How I try to hide my boo  
Even though there's another man who's in my life  
You will always be my boo  
  
Yes I remember boy  
'Cause after we kissed  
I could only think about your lips  
Yes I remember boy  
The moment I knew  
You were the one  
I could spend my life with  
Even before all the fame  
And people screaming your name  
I was there and you were my baby  
  
[Chorus]  
  
I was in love with you when we were younger  
You were mine my boo  
And I see it from time to time  
I still feel like my boo  
And I can see it no matter  
How I try to hide my boo  
Even though there's another man in my life  
You will always be my boo  
  
My oh, my oh my oh, my oh, my boo  
My oh, my oh my oh, my oh, my boo  
  
[Chorus]  
  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock

",My Boo,Usher,77,r&b,hip pop,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,223440
"There's always that one person  
That will always have your heart  
You'll never see it coming  
'Cause you're blinded from the start  
Know that you're that one for me  
It's clear for everyone to see  
Oh baby ooh you'll always be my boo  
  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock  
  
Do you remember girl  
I was the one who gave you your first kiss  
'Cause I remember girl  
I was the one who said put your lips like this  
Even before all the fame and  
People screaming your name  
Girl I was there and you were my baby  
  
[Chorus]  
It started when we were younger girl  
You were mine my boo  
Now another brother's taking over  
But its still in your eyes my boo  
Even though we used to argue it's alright  
I know we haven't seen each other  
In awhile but you will always be my boo  
  
I was in love with you when we were younger  
You were mine my boo  
And I see it from time to time  
I still feel like my boo  
And I can see it no matter  
How I try to hide my boo  
Even though there's another man who's in my life  
You will always be my boo  
  
Yes I remember boy  
'Cause after we kissed  
I could only think about your lips  
Yes I remember boy  
The moment I knew  
You were the one  
I could spend my life with  
Even before all the fame  
And people screaming your name  
I was there and you were my baby  
  
[Chorus]  
  
I was in love with you when we were younger  
You were mine my boo  
And I see it from time to time  
I still feel like my boo  
And I can see it no matter  
How I try to hide my boo  
Even though there's another man in my life  
You will always be my boo  
  
My oh, my oh my oh, my oh, my boo  
My oh, my oh my oh, my oh, my boo  
  
[Chorus]  
  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock  
I don't know bout cha'll  
But I know about us and uh  
This is the only way  
We know how to rock

",My Boo,Usher,77,r&b,new jack swing,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,223440
