Student_ID,Gender,Academic_Level,Avg_Daily_Usage_Hours,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Conflicts_Over_Social_Media,Addicted_Score,Most_Used_Platform_Facebook,Most_Used_Platform_Instagram,Most_Used_Platform_KakaoTalk,Most_Used_Platform_LINE,Most_Used_Platform_LinkedIn,Most_Used_Platform_Snapchat,Most_Used_Platform_TikTok,Most_Used_Platform_Twitter,Most_Used_Platform_VKontakte,Most_Used_Platform_WeChat,Most_Used_Platform_WhatsApp,Most_Used_Platform_YouTube,Relationship_Status_Complicated,Relationship_Status_In Relationship,Relationship_Status_Single
1,0,-0.7465038537843945,0.2238567851584937,1,-0.32763788208478745,-0.20552043295802125,0.15706306555634025,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1,1.019553921108217,-2.243309145067867,0,0.5604232746617522,1.6056283824845383,-2.976789610402713,-2.166957864848674,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3,0,-0.7465038537843945,0.860544767152393,1,-1.659729617204597,-1.111094840679301,1.201680624209358,1.616051531894987,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
4,1,-2.512561628677006,-1.52703516532473,0,0.11639269628848238,0.7000539747632586,-1.9321720517496952,-1.5364562987247306,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
5,1,1.019553921108217,-0.3332451990861685,1,-0.7716684604580573,-0.20552043295802125,-0.8875544930966774,0.3550483996471,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,0,-0.7465038537843945,1.8155767401432423,1,-2.1037601955778666,-2.016669248400581,2.246298182862376,1.616051531894987,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7,1,1.019553921108217,-2.7208251315632914,0,1.004453853035022,2.511202790205818,-2.976789610402713,-2.7974594309726175,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
8,0,-0.7465038537843945,0.701372771653918,1,-0.7716684604580573,-0.20552043295802125,-0.8875544930966774,0.9855499657710435,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
9,1,-2.512561628677006,-0.7311751878323557,0,-0.32763788208478745,0.7000539747632586,-1.9321720517496952,-0.9059547326007871,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
10,0,1.019553921108217,-1.2882771720770179,0,0.11639269628848238,0.7000539747632586,-1.9321720517496952,-1.5364562987247306,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
11,1,-0.7465038537843945,-0.09448720583845635,1,-0.5940562291087492,-1.111094840679301,0.15706306555634025,0.3550483996471,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
12,0,-0.7465038537843945,0.46261477840620585,1,-0.9492806918073653,-0.20552043295802125,-0.8875544930966774,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
13,1,1.019553921108217,-1.686207160823205,0,0.29400492763779046,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
14,0,-2.512561628677006,1.2584747558985803,1,-1.2156990388313271,-1.111094840679301,1.201680624209358,1.616051531894987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15,1,-0.7465038537843945,-0.9699331810800679,0,-0.06121953506082571,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
16,0,-0.7465038537843945,-0.5720031923338806,1,-0.7716684604580573,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
17,1,1.019553921108217,-2.3228951428171043,0,0.826841621685714,1.6056283824845383,-2.976789610402713,-2.166957864848674,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
18,0,-2.512561628677006,0.06468478966001867,1,-1.038086807482019,-1.111094840679301,0.15706306555634025,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
19,1,-0.7465038537843945,-1.129105176578543,0,-0.15002565073547935,0.7000539747632586,-1.9321720517496952,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20,0,-0.7465038537843945,-0.17407320358769351,1,-0.8604745761327109,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
21,1,-2.512561628677006,0.30344278290773086,1,-1.2156990388313271,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
22,0,1.019553921108217,-1.9249651540709172,0,0.3828110433124441,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
23,1,-0.7465038537843945,-0.014901208089218486,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
24,0,-0.7465038537843945,0.6217867739046808,1,-1.3045051545059807,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
25,1,1.019553921108217,-1.367863169826255,0,0.027586580613828727,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
26,0,-2.512561628677006,0.9401307649016302,1,-1.4821173858552887,-1.111094840679301,1.201680624209358,1.616051531894987,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
27,1,-0.7465038537843945,-0.8903471833308307,0,-0.2388317664101338,0.7000539747632586,-1.9321720517496952,-0.9059547326007871,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
28,0,-0.7465038537843945,-0.41283119683540564,1,-0.8604745761327109,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
29,1,1.019553921108217,-2.1637231473186294,0,0.47161715898709855,1.6056283824845383,-2.976789610402713,-2.166957864848674,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
30,0,-2.512561628677006,0.7809587694031559,1,-1.3933112701806352,-1.111094840679301,1.201680624209358,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
31,1,-0.7465038537843945,-1.0495191788293055,0,-0.15002565073547935,0.7000539747632586,-1.9321720517496952,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
32,0,-0.7465038537843945,-0.09448720583845635,1,-1.038086807482019,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
33,1,-2.512561628677006,0.3830287806569687,1,-1.3045051545059807,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34,0,1.019553921108217,-1.8453791563216797,0,0.29400492763779046,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
35,1,-0.7465038537843945,-0.17407320358769351,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
36,0,-0.7465038537843945,0.542200776155443,1,-1.2156990388313271,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
37,1,1.019553921108217,-1.4474491675754926,0,-0.06121953506082571,0.7000539747632586,-1.9321720517496952,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,0,-2.512561628677006,1.019716762650868,1,-1.5709235015299432,-1.111094840679301,1.201680624209358,1.616051531894987,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
39,1,-0.7465038537843945,-0.8107611855815932,0,-0.32763788208478745,0.7000539747632586,-0.8875544930966774,-0.27545316647684354,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
40,0,-0.7465038537843945,-0.3332451990861685,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
41,1,1.019553921108217,-2.084137149569392,0,0.3828110433124441,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
42,0,-2.512561628677006,0.701372771653918,1,-1.3045051545059807,-1.111094840679301,1.201680624209358,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
43,1,-0.7465038537843945,-0.9699331810800679,0,-0.2388317664101338,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44,0,-0.7465038537843945,-0.2536592013369314,1,-1.038086807482019,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
45,1,-2.512561628677006,0.46261477840620585,1,-1.3933112701806352,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46,0,1.019553921108217,-1.7657931585724422,0,0.20519881196313602,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
47,1,-0.7465038537843945,-0.09448720583845635,1,-0.8604745761327109,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
48,0,-0.7465038537843945,0.46261477840620585,1,-1.1268929231566733,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
49,1,1.019553921108217,-1.2882771720770179,0,-0.15002565073547935,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50,0,-2.512561628677006,1.099302760400105,1,-1.4821173858552887,-1.111094840679301,1.201680624209358,1.616051531894987,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
51,1,-0.7465038537843945,-0.8903471833308307,0,-0.4164439977594411,0.7000539747632586,-0.8875544930966774,-0.27545316647684354,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
52,0,-0.7465038537843945,-0.17407320358769351,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
53,1,1.019553921108217,-2.004551151820155,0,0.29400492763779046,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
54,0,-2.512561628677006,0.6217867739046808,1,-1.2156990388313271,-1.111094840679301,1.201680624209358,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
55,1,-0.7465038537843945,-1.0495191788293055,0,-0.32763788208478745,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
56,0,-0.7465038537843945,-0.014901208089218486,1,-1.1268929231566733,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
57,1,-2.512561628677006,0.542200776155443,1,-1.4821173858552887,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
58,0,1.019553921108217,-1.686207160823205,0,0.11639269628848238,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
59,1,-0.7465038537843945,-0.2536592013369314,1,-0.8604745761327109,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
60,0,-0.7465038537843945,0.3830287806569687,1,-1.038086807482019,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
61,1,1.019553921108217,-1.4474491675754926,0,0.20519881196313602,0.7000539747632586,-1.9321720517496952,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
62,0,-0.7465038537843945,0.542200776155443,1,-1.1268929231566733,-1.111094840679301,0.15706306555634025,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
63,1,-0.7465038537843945,-0.5720031923338806,1,-0.7716684604580573,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
64,0,-2.512561628677006,0.9401307649016302,1,-1.4821173858552887,-2.016669248400581,1.201680624209358,1.616051531894987,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
65,1,1.019553921108217,-2.084137149569392,0,0.47161715898709855,1.6056283824845383,-1.9321720517496952,-2.166957864848674,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
66,0,-0.7465038537843945,-0.09448720583845635,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
67,1,-0.7465038537843945,-0.8107611855815932,0,-0.32763788208478745,0.7000539747632586,-0.8875544930966774,-0.27545316647684354,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
68,0,-2.512561628677006,0.6217867739046808,1,-1.3045051545059807,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
69,1,1.019553921108217,-1.686207160823205,0,0.29400492763779046,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
70,0,-0.7465038537843945,-0.3332451990861685,1,-0.8604745761327109,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
71,1,-2.512561628677006,0.3830287806569687,1,-1.2156990388313271,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
72,0,1.019553921108217,-1.367863169826255,0,-0.06121953506082571,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
73,1,-0.7465038537843945,-0.014901208089218486,1,-1.038086807482019,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
74,0,-0.7465038537843945,0.701372771653918,1,-1.3933112701806352,-1.111094840679301,1.201680624209358,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
75,1,1.019553921108217,-1.9249651540709172,0,0.3828110433124441,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
76,0,-0.7465038537843945,-0.2536592013369314,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
77,1,-2.512561628677006,0.46261477840620585,1,-1.3045051545059807,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
78,0,1.019553921108217,-1.6066211630739675,0,0.11639269628848238,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
79,1,-0.7465038537843945,-0.17407320358769351,1,-0.8604745761327109,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
80,0,-2.512561628677006,0.7809587694031559,1,-1.4821173858552887,-1.111094840679301,1.201680624209358,1.616051531894987,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
81,1,1.019553921108217,-1.52703516532473,0,0.20519881196313602,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
82,0,-0.7465038537843945,-0.09448720583845635,1,-1.038086807482019,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
83,1,-0.7465038537843945,-0.8903471833308307,0,-0.2388317664101338,0.7000539747632586,-0.8875544930966774,-0.27545316647684354,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
84,0,1.019553921108217,-1.7657931585724422,0,0.29400492763779046,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
85,1,-2.512561628677006,0.542200776155443,1,-1.3933112701806352,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
86,0,-0.7465038537843945,-0.3332451990861685,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
87,1,-2.512561628677006,0.30344278290773086,1,-1.2156990388313271,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
88,0,1.019553921108217,-1.8453791563216797,0,0.3828110433124441,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
89,1,-0.7465038537843945,-0.41283119683540564,1,-0.7716684604580573,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
90,0,-2.512561628677006,0.701372771653918,1,-1.4821173858552887,-1.111094840679301,1.201680624209358,1.616051531894987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
91,1,1.019553921108217,-1.6066211630739675,0,0.11639269628848238,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
92,0,-0.7465038537843945,-0.17407320358769351,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
93,1,-0.7465038537843945,-0.9699331810800679,0,-0.32763788208478745,0.7000539747632586,-0.8875544930966774,-0.27545316647684354,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
94,0,-2.512561628677006,0.46261477840620585,1,-1.3045051545059807,-1.111094840679301,1.201680624209358,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
95,1,1.019553921108217,-2.004551151820155,0,0.47161715898709855,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
96,0,-0.7465038537843945,-0.014901208089218486,1,-1.038086807482019,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
97,1,-2.512561628677006,0.6217867739046808,1,-1.3933112701806352,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
98,0,1.019553921108217,-1.686207160823205,0,0.20519881196313602,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
99,1,-0.7465038537843945,-0.2536592013369314,1,-0.8604745761327109,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
100,0,-0.7465038537843945,0.3830287806569687,1,-1.2156990388313271,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
101,1,-2.512561628677006,0.701372771653918,1,-1.4821173858552887,-1.111094840679301,1.201680624209358,1.616051531894987,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
102,0,1.019553921108217,-1.9249651540709172,0,0.3828110433124441,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
103,1,-0.7465038537843945,-0.17407320358769351,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
104,0,-2.512561628677006,0.542200776155443,1,-1.3045051545059807,-1.111094840679301,1.201680624209358,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
105,1,1.019553921108217,-1.6066211630739675,0,0.11639269628848238,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
106,0,-0.7465038537843945,-0.09448720583845635,1,-1.038086807482019,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
107,1,-0.7465038537843945,-0.8903471833308307,0,-0.2388317664101338,0.7000539747632586,-0.8875544930966774,-0.27545316647684354,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
108,0,-2.512561628677006,0.46261477840620585,1,-1.2156990388313271,-1.111094840679301,1.201680624209358,0.9855499657710435,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
109,1,1.019553921108217,-1.8453791563216797,0,0.29400492763779046,1.6056283824845383,-1.9321720517496952,-1.5364562987247306,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
110,0,-0.7465038537843945,-0.014901208089218486,1,-0.9492806918073653,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
111,1,-0.7465038537843945,0.9401307649016302,1,-0.5940562291087492,-1.111094840679301,1.201680624209358,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
112,0,-0.7465038537843945,0.701372771653918,1,-0.8604745761327109,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
113,1,-0.7465038537843945,-0.014901208089218486,0,0.20519881196313602,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
114,0,1.019553921108217,0.46261477840620585,1,-0.7716684604580573,-1.111094840679301,1.201680624209358,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
115,1,-0.7465038537843945,0.2238567851584937,1,-0.5052501134340955,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
116,0,-0.7465038537843945,-0.09448720583845635,0,0.29400492763779046,1.6056283824845383,-0.8875544930966774,-0.9059547326007871,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
117,1,1.019553921108217,0.860544767152393,1,-0.9492806918073653,-1.111094840679301,1.201680624209358,0.9855499657710435,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
118,0,-0.7465038537843945,0.6217867739046808,1,-0.6828623447834036,-0.20552043295802125,0.15706306555634025,0.3550483996471,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
119,1,1.019553921108217,-0.17407320358769351,0,0.3828110433124441,0.7000539747632586,-0.8875544930966774,-0.9059547326007871,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
120,0,-0.7465038537843945,0.3830287806569687,1,-0.5940562291087492,-1.111094840679301,1.201680624209358,0.9855499657710435,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
121,1,-0.7465038537843945,0.7809587694031559,1,-0.8604745761327109,-0.20552043295802125,0.15706306555634025,0.3550483996471,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
